"","wac$w_geocode","C000","CA01","CA02","CA03","CE01","CE02","CE03","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20","CR01","CR02","CR03","CR04","CR05","CR07","CT01","CT02","CD01","CD02","CD03","CD04","CS01","CS02","CFA01","CFA02","CFA03","CFA04","CFA05","CFS01","CFS02","CFS03","CFS04","CFS05"
"313","53033001500",84,16,46,22,17,20,47,0,0,0,19,1,7,0,0,2,4,1,12,0,17,2,3,0,2,14,0,70,4,0,9,0,1,80,4,6,11,24,27,47,37,0,0,0,0,0,0,0,0,0,0
"314","53033001600",824,272,425,127,277,317,230,6,0,0,74,15,19,136,20,0,33,16,52,0,81,11,101,4,157,99,0,688,49,9,52,2,24,754,70,58,141,186,167,420,404,0,0,0,0,0,0,0,0,0,0
"315","53033001701",1279,370,653,256,427,556,296,0,0,0,16,19,33,587,0,0,37,1,36,0,33,17,132,117,168,83,0,1089,57,8,95,3,27,1191,88,106,256,304,243,598,681,0,0,0,0,0,0,0,0,0,0
"316","53033001702",929,185,586,158,183,274,472,0,0,0,92,17,238,11,7,1,0,7,77,0,13,23,234,6,157,46,0,724,81,19,81,1,23,858,71,80,164,229,271,487,442,0,0,0,0,0,0,0,0,0,0
"317","53033001800",375,102,209,64,84,151,140,0,0,0,27,0,20,57,0,3,0,10,54,0,5,0,25,0,86,88,0,308,14,9,30,1,13,337,38,35,68,92,78,216,159,0,0,0,0,0,0,0,0,0,0
"318","53033001900",3414,706,1862,846,909,1128,1377,0,0,0,59,0,25,45,90,76,372,40,202,0,99,118,1792,65,308,123,0,2685,235,35,331,17,111,3209,205,216,597,933,962,1003,2411,0,0,0,0,0,0,0,0,0,0
"319","53033002000",451,109,237,105,114,169,168,0,0,0,40,6,44,71,5,26,8,40,35,0,8,2,90,9,9,58,0,354,36,2,45,0,14,421,30,41,68,105,128,203,248,0,0,0,0,0,0,0,0,0,0
"320","53033002100",598,175,307,116,161,243,194,0,0,0,13,2,21,23,14,83,17,0,54,0,12,51,194,0,94,20,0,488,28,5,47,0,30,559,39,42,92,143,146,235,363,0,0,0,0,0,0,0,0,0,0
"321","53033002200",416,151,194,71,117,180,119,0,0,6,8,2,15,46,0,1,12,2,25,0,11,11,131,96,5,45,0,333,15,5,55,1,7,393,23,25,54,78,108,161,255,0,0,0,0,0,0,0,0,0,0
"322","53033002400",269,69,123,77,67,101,101,0,0,0,0,0,7,57,0,1,41,15,8,0,1,17,25,1,56,40,0,221,5,4,27,2,10,258,11,12,48,72,68,85,184,0,0,0,0,0,0,0,0,0,0
"323","53033002500",522,120,305,97,154,156,212,0,0,0,9,0,26,63,0,0,5,39,11,0,12,143,50,35,111,18,0,425,35,4,42,1,15,489,33,47,74,135,146,261,261,0,0,0,0,0,0,0,0,0,0
"324","53033002600",768,223,422,123,251,263,254,0,0,0,54,14,35,231,0,36,10,29,43,0,31,34,63,1,101,86,0,597,32,9,103,4,23,718,50,55,130,181,179,396,372,0,0,0,0,0,0,0,0,0,0
"325","53033002700",827,268,439,120,275,273,279,0,0,0,28,34,67,208,3,15,5,19,65,6,30,11,91,21,137,87,0,703,27,6,63,1,27,772,55,56,146,180,177,382,445,0,0,0,0,0,0,0,0,0,0
"326","53033002800",792,239,423,130,237,258,297,1,0,0,48,3,22,100,0,36,9,29,71,0,61,46,64,0,190,112,0,661,32,7,59,6,27,741,51,54,132,205,162,375,417,0,0,0,0,0,0,0,0,0,0
"327","53033002900",565,178,296,91,212,214,139,0,0,0,28,12,56,88,0,10,6,0,30,0,5,46,57,3,173,51,0,482,22,4,34,2,21,498,67,45,86,122,134,243,322,0,0,0,0,0,0,0,0,0,0
"328","53033003000",693,202,371,120,200,265,228,0,0,0,48,3,29,163,4,14,37,13,10,0,38,9,164,7,93,61,0,555,26,9,71,1,31,645,48,57,144,151,139,304,389,0,0,0,0,0,0,0,0,0,0
"329","53033003100",512,145,277,90,133,189,190,0,0,0,81,20,28,92,2,21,2,11,39,0,13,20,70,11,64,38,0,452,16,3,25,3,13,476,36,43,91,102,131,255,257,0,0,0,0,0,0,0,0,0,0
"330","53033003200",1965,541,1071,353,479,612,874,0,0,0,187,193,42,173,44,22,13,14,192,25,51,51,99,164,502,193,0,1736,48,18,111,9,43,1842,123,158,339,463,464,1129,836,0,0,0,0,0,0,0,0,0,0
"331","53033003300",540,183,282,75,157,212,171,0,0,0,57,3,20,36,4,7,20,6,41,0,6,16,48,3,127,146,0,454,31,4,32,1,18,494,46,30,106,118,103,263,277,0,0,0,0,0,0,0,0,0,0
"332","53033003400",390,106,225,59,92,204,94,0,5,0,22,4,11,6,0,0,1,2,30,0,5,1,192,0,75,36,0,308,28,2,39,0,13,348,42,31,71,87,95,185,205,0,0,0,0,0,0,0,0,0,0
"333","53033003500",1391,419,719,253,396,552,443,0,0,0,49,37,15,20,0,5,2,3,20,0,5,9,196,428,427,175,0,1183,64,5,86,6,47,1312,79,93,218,362,299,571,820,0,0,0,0,0,0,0,0,0,0
"334","53033003600",2795,812,1518,465,857,1027,911,0,0,0,124,36,80,555,0,187,25,54,140,3,53,97,645,228,428,139,1,2278,162,35,231,13,76,2541,254,217,493,595,678,1269,1526,0,0,0,0,0,0,0,0,0,0
"335","53033003800",293,91,147,55,88,139,66,0,0,0,3,2,0,23,0,1,10,0,9,0,11,43,113,0,51,27,0,247,17,1,21,0,7,271,22,19,53,65,65,91,202,0,0,0,0,0,0,0,0,0,0
"336","53033003900",444,137,231,76,121,182,141,2,0,0,14,1,5,213,4,0,14,4,31,0,1,3,56,0,0,96,0,372,23,2,34,2,11,412,32,28,76,98,105,183,261,0,0,0,0,0,0,0,0,0,0
"337","53033004000",470,172,214,84,179,122,169,0,0,0,13,0,6,7,0,17,0,0,32,0,14,14,113,226,9,19,0,386,31,3,28,1,21,442,28,28,85,82,103,189,281,0,0,0,0,0,0,0,0,0,0
"338","53033004100",7444,1481,4516,1447,772,1133,5539,0,0,0,57,4,89,264,0,8,36,73,151,1,44,143,6273,15,119,167,0,5959,258,56,932,27,212,7019,425,362,969,1860,2772,2013,5431,0,0,0,0,0,0,0,0,0,0
"339","53033004200",1213,320,618,275,252,459,502,0,0,0,34,70,104,243,11,9,2,31,121,0,35,47,209,16,94,154,33,983,47,7,143,3,30,1144,69,86,191,297,319,468,745,0,0,0,0,0,0,0,0,0,0
"340","53033004301",3212,1316,1417,479,1064,1237,911,0,0,0,11,29,16,1411,3,6,19,67,177,14,71,53,391,25,744,175,0,2483,193,26,366,12,132,2962,250,194,516,614,572,1302,1910,0,0,0,0,0,0,0,0,0,0
"341","53033004302",458,136,239,83,144,182,132,0,0,0,28,0,1,8,0,1,22,6,38,0,2,16,148,13,148,27,0,382,14,4,52,2,4,431,27,41,66,113,102,196,262,0,0,0,0,0,0,0,0,0,0
"342","53033004400",1484,489,774,221,436,598,450,1,0,0,65,0,56,451,0,53,53,43,59,0,80,112,81,34,224,172,0,1228,57,15,137,0,47,1378,106,145,244,289,317,748,736,0,0,0,0,0,0,0,0,0,0
"343","53033004500",387,135,198,54,96,104,187,0,0,0,33,0,28,8,0,0,8,6,25,0,65,118,25,0,39,32,0,331,8,6,28,2,12,361,26,28,48,69,107,156,231,0,0,0,0,0,0,0,0,0,0
"344","53033004600",412,118,221,73,135,128,149,0,0,0,37,3,21,24,0,1,10,16,55,0,4,35,36,36,103,31,0,347,15,5,33,0,12,395,17,33,58,87,116,210,202,0,0,0,0,0,0,0,0,0,0
"345","53033004700",9967,2650,5525,1792,2030,3611,4326,213,2,0,664,1392,553,1507,25,79,564,93,672,568,182,129,862,312,1602,547,1,8158,447,83,967,37,275,9107,860,903,1884,2429,2101,5693,4274,0,0,0,0,0,0,0,0,0,0
"346","53033004800",2063,477,1200,386,367,666,1030,0,0,0,161,473,95,118,151,35,17,49,247,0,67,70,122,38,282,138,0,1753,64,25,148,12,61,1923,140,168,430,483,505,1289,774,0,0,0,0,0,0,0,0,0,0
"347","53033004900",5735,1431,3623,681,719,1395,3621,5,0,0,155,465,92,336,35,1982,45,32,812,0,275,59,448,31,834,129,0,4587,256,40,662,17,173,5371,364,359,793,1190,1962,3329,2406,0,0,0,0,0,0,0,0,0,0
"348","53033005000",1580,501,806,273,426,606,548,0,0,0,153,14,35,117,2,22,65,21,178,0,64,42,338,19,454,55,1,1281,75,20,163,2,39,1477,103,93,262,362,362,790,790,0,0,0,0,0,0,0,0,0,0
"349","53033005100",1146,372,587,187,325,458,363,0,0,0,0,14,10,229,20,47,18,16,69,0,29,89,231,3,220,151,0,959,33,3,101,5,45,1068,78,71,161,265,277,420,726,0,0,0,0,0,0,0,0,0,0
"350","53033005200",1992,643,1011,338,455,810,727,7,0,0,70,0,139,665,1,50,37,91,223,23,177,6,91,5,311,96,0,1676,97,10,133,7,69,1866,126,124,348,480,397,1068,924,0,0,0,0,0,0,0,0,0,0
"351","53033005301",3525,1426,1531,568,1310,1398,817,1,0,0,0,24,2,1101,0,51,183,131,46,0,57,80,263,6,1352,228,0,2729,164,30,451,7,144,3213,312,277,493,640,689,1636,1889,0,0,0,0,0,0,0,0,0,0
"352","53033005302",24703,3204,14533,6966,2004,4254,18445,0,0,0,24,0,7,56,0,19,2,8,68,0,7,24312,4,34,69,93,0,18491,1192,183,4024,82,731,23475,1228,1131,3020,5614,11734,10325,14378,0,0,0,0,0,0,0,0,0,0
"353","53033005400",4835,1065,3014,756,648,1247,2940,26,0,0,508,176,643,209,100,381,63,68,699,0,647,77,574,97,277,290,0,4066,169,39,406,19,136,4570,265,335,825,1156,1454,2689,2146,0,0,0,0,0,0,0,0,0,0
"354","53033005600",826,222,471,133,183,307,336,0,0,0,31,10,26,58,0,6,42,0,96,0,65,12,144,16,225,95,0,705,26,11,63,4,17,748,78,72,147,197,188,405,421,0,0,0,0,0,0,0,0,0,0
"355","53033005700",1621,453,860,308,384,443,794,0,0,0,65,35,73,365,297,8,81,17,86,34,36,58,258,43,75,90,0,1360,66,30,119,3,43,1521,100,111,291,389,377,853,768,0,0,0,0,0,0,0,0,0,0
"356","53033005801",4492,980,2632,880,624,1335,2533,276,0,0,303,1240,409,159,362,164,82,31,312,315,103,66,16,227,228,198,1,3667,206,44,435,26,114,4118,374,398,876,1134,1104,3096,1396,0,0,0,0,0,0,0,0,0,0
"357","53033005802",3171,625,1867,679,527,1037,1607,0,0,0,237,999,209,299,247,46,17,98,386,0,164,13,32,58,147,189,30,2415,152,28,482,16,78,2906,265,289,639,789,829,1952,1219,0,0,0,0,0,0,0,0,0,0
"358","53033005900",4123,724,2417,982,584,927,2612,0,0,56,836,805,112,78,624,20,31,50,178,0,146,859,101,6,134,87,0,3503,163,57,264,31,105,3678,445,419,787,1026,1167,2799,1324,0,0,0,0,0,0,0,0,0,0
"359","53033006000",2338,633,1238,467,417,704,1217,108,0,45,177,58,40,66,10,2,105,35,397,48,204,178,298,72,295,200,0,1978,106,17,172,9,56,2172,166,165,388,539,613,1289,1049,0,0,0,0,0,0,0,0,0,0
"360","53033006100",2773,586,1617,570,530,721,1522,15,0,0,113,48,106,176,4,118,550,256,475,4,85,68,271,40,282,161,1,2270,102,21,276,17,87,2591,182,189,460,686,852,1318,1455,0,0,0,0,0,0,0,0,0,0
"361","53033006200",759,168,438,153,146,271,342,0,0,0,3,0,6,54,0,18,3,14,112,0,10,93,124,150,48,124,0,623,32,10,65,6,23,709,50,66,126,183,216,311,448,0,0,0,0,0,0,0,0,0,0
"362","53033006300",1671,388,927,356,501,554,616,0,0,0,49,6,21,184,0,4,41,244,158,0,12,16,239,280,196,221,0,1294,136,16,174,6,45,1555,116,130,324,416,413,719,952,0,0,0,0,0,0,0,0,0,0
"363","53033006400",426,107,250,69,98,159,169,0,0,0,32,17,42,12,0,62,7,8,41,0,3,3,50,3,68,78,0,352,26,3,29,2,14,396,30,35,62,114,108,200,226,0,0,0,0,0,0,0,0,0,0
"364","53033006500",487,99,271,117,132,177,178,0,0,0,9,0,15,25,0,10,5,24,74,1,75,84,27,2,101,35,0,376,32,4,59,2,14,462,25,32,107,105,144,221,266,0,0,0,0,0,0,0,0,0,0
"365","53033006600",8249,1547,5156,1546,783,1530,5936,13,0,0,11,365,16,146,68,166,95,163,4219,254,30,67,1438,58,646,494,0,6517,344,52,1074,24,238,7716,533,512,1110,1824,3256,3872,4377,0,0,0,0,0,0,0,0,0,0
"366","53033006700",14266,1873,8293,4100,1867,3179,9220,0,0,0,758,59,110,159,59,682,313,146,1318,12,119,9116,298,30,694,252,141,11050,1290,97,1366,64,399,13474,792,814,2371,3741,5467,5976,8290,0,0,0,0,0,0,0,0,0,0
"367","53033006800",2073,730,1056,287,538,885,650,1,0,0,6,4,30,429,0,32,40,30,118,54,222,52,252,14,558,231,0,1733,74,21,176,6,63,1877,196,162,366,418,397,982,1091,0,0,0,0,0,0,0,0,0,0
"368","53033006900",859,175,569,115,93,127,639,0,0,0,3,145,18,46,0,326,10,7,73,0,20,7,110,0,15,79,0,696,23,8,106,3,23,804,55,56,135,187,306,514,345,0,0,0,0,0,0,0,0,0,0
"369","53033007000",2368,639,1269,460,498,895,975,0,0,0,1,0,57,281,0,248,47,208,261,19,43,85,259,22,605,232,0,1833,125,20,298,15,77,2184,184,193,412,511,613,1123,1245,0,0,0,0,0,0,0,0,0,0
"370","53033007100",11145,2023,6782,2340,2201,2567,6377,31,0,0,195,789,78,230,1541,1230,1057,160,2551,45,268,59,115,1180,1048,393,175,8943,538,83,1184,44,353,10448,697,724,1927,2711,3760,6242,4903,0,0,0,0,0,0,0,0,0,0
"371","53033007200",19094,3538,11870,3686,2209,3924,12961,14,0,0,375,520,503,772,207,2842,719,1300,2582,499,989,272,931,1484,2557,1601,927,14959,1153,179,2180,74,549,17908,1186,1240,3036,4516,6764,10114,8980,0,0,0,0,0,0,0,0,0,0
"372","53033007300",21131,4027,13212,3892,2257,4105,14769,0,0,0,1108,64,187,1620,29,2914,1802,256,3315,3240,628,587,3098,485,1276,520,2,16673,1082,131,2579,80,586,19975,1156,1130,3006,4806,8162,10701,10430,0,0,0,0,0,0,0,0,0,0
"373","53033007401",762,286,361,115,257,307,198,0,0,0,3,0,17,366,0,1,33,25,33,0,6,4,45,81,134,14,0,608,35,7,78,2,32,707,55,41,141,157,137,335,427,0,0,0,0,0,0,0,0,0,0
"374","53033007402",802,256,441,105,276,381,145,0,0,0,0,12,9,96,0,4,0,57,46,0,16,0,75,11,417,59,0,642,21,10,95,2,32,729,73,86,152,179,129,430,372,0,0,0,0,0,0,0,0,0,0
"375","53033007500",4791,1537,2676,578,1328,1785,1678,0,0,0,237,176,98,562,8,144,60,229,407,0,33,92,292,111,2131,211,0,3860,243,49,454,19,166,4374,417,446,833,1047,928,2631,2160,0,0,0,0,0,0,0,0,0,0
"376","53033007600",1210,281,693,236,247,374,589,2,0,0,5,0,3,129,0,5,1,49,89,0,1,0,648,9,238,31,0,959,80,5,116,3,47,1112,98,75,185,316,353,423,787,0,0,0,0,0,0,0,0,0,0
"377","53033007700",965,307,506,152,328,362,275,0,0,0,17,22,17,182,0,10,2,10,52,0,2,25,180,5,244,197,0,741,76,12,94,4,38,895,70,72,150,239,197,354,611,0,0,0,0,0,0,0,0,0,0
"378","53033007800",2251,449,1446,356,348,367,1536,4,0,0,19,47,90,63,2,920,49,14,131,9,52,331,101,25,270,124,0,1774,107,13,297,7,53,2118,133,134,296,442,930,1275,976,0,0,0,0,0,0,0,0,0,0
"379","53033007900",2073,422,1261,390,299,837,937,0,0,0,118,20,13,393,11,10,2,48,111,0,8,70,1071,13,62,123,0,1648,216,8,145,4,52,1970,103,149,408,507,587,848,1225,0,0,0,0,0,0,0,0,0,0
"380","53033008001",13548,2839,7751,2958,1690,3136,8722,0,0,0,101,897,171,1771,2405,535,495,1084,1237,140,349,196,862,26,1504,570,1205,10746,815,114,1354,56,463,12640,908,867,2329,3342,4171,7138,6410,0,0,0,0,0,0,0,0,0,0
"381","53033008002",8580,1546,5405,1629,1004,2274,5302,6,0,0,613,785,234,266,84,870,79,774,1018,7,141,208,547,153,1057,399,1339,6511,715,88,947,46,273,7928,652,656,1505,2110,2763,4467,4113,0,0,0,0,0,0,0,0,0,0
"382","53033008100",67459,11904,40985,14570,7184,12214,48061,22,5,1237,633,509,1069,2384,3499,4721,8212,1482,17393,1370,3122,581,3881,819,5824,2604,8092,53853,3596,546,7266,244,1954,63220,4239,3662,10267,15885,25741,34712,32747,0,0,0,0,0,0,0,0,0,0
"383","53033008200",45501,8584,26914,10003,7899,10256,27346,26,53,0,1115,40,4251,3508,880,2675,3961,1152,8409,2958,4979,472,4276,487,3865,1574,820,35480,2731,394,5323,166,1407,42606,2895,2907,7464,10720,15826,22464,23037,0,0,0,0,0,0,0,0,0,0
"384","53033008300",6396,1019,3790,1587,645,1264,4487,0,0,0,0,0,1,63,0,0,11,16,48,0,311,12,5234,137,484,79,0,4432,454,52,1220,28,210,6043,353,354,940,1758,2325,2058,4338,0,0,0,0,0,0,0,0,0,0
"385","53033008400",7292,1289,4162,1841,1367,2192,3733,6,0,0,14,24,50,492,0,25,50,170,157,0,54,2518,2608,52,815,171,86,5411,549,55,999,26,252,6797,495,478,1174,1821,2530,3069,4223,0,0,0,0,0,0,0,0,0,0
"386","53033008500",24821,2694,15417,6710,2037,4065,18719,0,0,1608,0,5,10,23,0,19,669,130,513,22,18,2,15377,65,87,206,6067,16830,2549,211,4307,144,780,23390,1431,1343,3460,6852,10472,10158,14663,0,0,0,0,0,0,0,0,0,0
"387","53033008600",3844,765,2157,922,756,1283,1805,0,0,0,7,33,8,135,0,8,3,90,118,16,15,1712,472,19,1064,144,0,2879,341,35,444,21,124,3544,300,275,582,880,1342,1714,2130,0,0,0,0,0,0,0,0,0,0
"388","53033008700",1200,235,725,240,232,352,616,0,0,0,8,18,23,7,0,4,0,46,57,0,28,54,800,10,61,63,21,809,160,6,182,8,35,1124,76,82,206,281,396,376,824,0,0,0,0,0,0,0,0,0,0
"389","53033008800",285,73,154,58,100,114,71,0,0,0,0,2,6,45,0,19,0,3,18,0,14,14,65,9,56,34,0,197,49,1,27,2,9,260,25,21,60,64,67,131,154,0,0,0,0,0,0,0,0,0,0
"390","53033008900",1884,273,1000,611,513,939,432,0,0,0,63,1,32,97,2,19,34,91,16,0,29,38,1336,4,74,48,0,1307,291,28,189,15,54,1758,126,193,440,518,460,546,1338,0,0,0,0,0,0,0,0,0,0
"391","53033009000",4034,755,2271,1008,898,1711,1425,4,0,0,398,401,77,909,2,124,17,94,183,0,310,127,1061,7,130,190,0,2462,472,53,911,15,121,3700,334,490,818,1019,952,1986,2048,0,0,0,0,0,0,0,0,0,0
"392","53033009100",3105,794,1549,762,966,1480,659,0,0,0,4,107,56,308,0,36,59,16,130,0,734,18,767,66,645,48,111,1161,311,49,1455,16,113,2921,184,454,526,602,729,1422,1683,0,0,0,0,0,0,0,0,0,0
"393","53033009200",5435,1151,3274,1010,1073,1202,3160,4,0,0,117,49,138,185,59,540,106,38,1437,8,405,97,394,19,601,157,1081,4143,368,54,639,22,209,5114,321,355,859,1344,1726,3022,2413,0,0,0,0,0,0,0,0,0,0
"394","53033009300",42335,8519,25155,8661,7535,10452,24348,32,0,0,3664,3419,4715,2524,6085,1691,621,796,4102,5424,2004,69,875,2297,2809,1155,53,33044,2762,384,4633,200,1312,39462,2873,3286,7957,10733,11840,26388,15947,0,0,0,0,0,0,0,0,0,0
"395","53033009400",20436,4981,13509,1946,565,1190,18681,0,0,0,536,98,155,17916,1,120,0,32,60,130,443,12,729,50,73,81,0,14920,969,148,3769,82,548,19123,1313,1261,2747,3919,7528,13276,7160,0,0,0,0,0,0,0,0,0,0
"396","53033009500",2173,456,1231,486,544,748,881,0,0,0,48,606,50,220,0,46,39,35,34,25,8,141,462,48,170,241,0,1575,231,20,261,5,81,2021,152,218,459,555,485,1073,1100,0,0,0,0,0,0,0,0,0,0
"397","53033009600",1263,310,729,224,306,499,458,0,0,0,44,12,27,203,1,12,23,28,41,0,148,21,314,5,309,75,0,977,108,10,122,2,44,1138,125,106,206,318,323,535,728,0,0,0,0,0,0,0,0,0,0
"398","53033009701",708,164,396,148,183,216,309,0,0,0,22,5,43,19,173,4,1,27,40,0,2,3,6,21,311,31,0,604,26,16,42,3,17,633,75,48,142,189,165,424,284,0,0,0,0,0,0,0,0,0,0
"399","53033009702",255,61,150,44,89,92,74,4,0,0,24,0,57,3,1,3,0,4,32,2,41,12,21,0,0,51,0,224,9,1,13,0,8,224,31,30,33,60,71,134,121,0,0,0,0,0,0,0,0,0,0
"400","53033009800",2148,707,1131,310,710,933,505,0,0,0,69,8,23,222,1,1,48,12,97,0,49,60,243,108,1108,99,0,1782,77,31,162,9,87,1982,166,170,379,469,423,1074,1074,0,0,0,0,0,0,0,0,0,0
"401","53033009900",4951,795,2888,1268,589,977,3385,0,0,0,426,818,462,57,1421,179,20,60,308,457,167,44,301,76,104,51,0,4154,233,53,358,22,131,4640,311,368,1104,1381,1303,3569,1382,0,0,0,0,0,0,0,0,0,0
"402","53033010001",4398,479,2669,1250,279,792,3327,0,0,0,68,0,3,288,10,6,16,11,120,0,12,0,3704,73,42,36,9,2561,525,76,1017,30,189,4212,186,154,317,1189,2259,1827,2571,0,0,0,0,0,0,0,0,0,0
"403","53033010002",662,187,360,115,211,288,163,0,0,0,46,2,1,58,0,2,34,6,34,0,15,25,216,3,86,134,0,408,62,6,164,1,21,569,93,66,106,185,118,310,352,0,0,0,0,0,0,0,0,0,0
"404","53033010100",1580,354,864,362,463,555,562,0,0,0,26,157,22,347,1,20,23,8,47,0,35,2,510,22,136,127,97,952,259,17,298,10,44,1468,112,169,322,400,335,736,844,0,0,0,0,0,0,0,0,0,0
"405","53033010200",472,124,250,98,161,150,161,0,0,0,20,0,21,107,0,6,8,15,56,15,12,1,52,61,40,58,0,355,32,3,66,4,12,450,22,26,80,119,123,208,264,0,0,0,0,0,0,0,0,0,0
"406","53033010300",2577,499,1397,681,806,1147,624,0,0,0,59,180,20,146,0,22,39,13,31,0,26,81,1482,47,290,90,51,1539,291,23,645,10,69,2344,233,268,508,691,611,818,1759,0,0,0,0,0,0,0,0,0,0
"407","53033010401",222,55,124,43,110,77,35,0,0,0,16,0,5,22,0,0,4,1,8,0,16,0,59,0,86,5,0,112,16,2,83,1,8,208,14,37,39,47,44,117,105,0,0,0,0,0,0,0,0,0,0
"408","53033010402",354,82,191,81,100,165,89,0,0,0,16,103,40,30,0,2,0,5,20,5,16,0,89,0,26,2,0,202,16,2,122,3,9,330,24,65,64,72,71,169,185,0,0,0,0,0,0,0,0,0,0
"409","53033010500",3740,1008,2035,697,1087,1442,1211,0,0,0,58,133,76,580,0,29,130,106,227,4,194,48,895,81,577,602,0,2951,214,34,406,14,121,3470,270,295,668,885,884,1460,2280,0,0,0,0,0,0,0,0,0,0
"410","53033010600",900,211,523,166,245,358,297,0,0,5,78,12,25,81,0,27,23,51,187,0,49,11,98,1,179,73,0,732,53,7,78,6,24,814,86,75,143,229,242,405,495,0,0,0,0,0,0,0,0,0,0
"411","53033010701",334,90,174,70,94,192,48,0,0,0,0,3,6,161,1,0,0,6,14,0,0,12,87,0,30,14,0,244,38,5,34,4,9,299,35,28,75,93,48,173,161,0,0,0,0,0,0,0,0,0,0
"412","53033010702",267,46,153,68,101,91,75,0,0,0,12,0,2,33,0,0,0,11,2,0,22,0,171,7,0,7,0,134,51,2,65,3,12,245,22,29,53,55,84,86,181,0,0,0,0,0,0,0,0,0,0
"413","53033010800",1059,166,606,287,159,283,617,0,0,0,64,427,54,19,275,3,0,9,7,84,39,9,45,5,14,5,0,772,53,13,184,11,26,954,105,154,241,277,221,705,354,0,0,0,0,0,0,0,0,0,0
"414","53033010900",15576,2553,9132,3891,1600,3527,10449,2,31,0,1334,6302,1938,655,1118,78,66,145,443,242,1636,175,328,52,720,297,14,12369,910,139,1647,104,407,14444,1132,1241,3221,4444,4117,10970,4606,0,0,0,0,0,0,0,0,0,0
"415","53033011001",722,153,411,158,267,294,161,0,0,0,21,8,3,138,3,1,23,61,63,0,5,1,272,9,99,15,0,317,72,4,307,5,17,684,38,96,135,159,179,324,398,0,0,0,0,0,0,0,0,0,0
"416","53033011002",368,57,210,101,81,76,211,0,0,106,21,21,33,0,0,3,0,7,4,0,48,1,76,38,0,10,0,223,24,1,98,11,11,354,14,29,92,76,114,222,146,0,0,0,0,0,0,0,0,0,0
"417","53033011101",276,59,145,72,146,93,37,0,0,0,4,0,0,25,0,0,23,8,2,0,11,3,145,0,41,14,0,106,61,2,96,3,8,261,15,54,48,65,50,106,170,0,0,0,0,0,0,0,0,0,0
"418","53033011102",951,199,489,263,216,478,257,0,0,0,15,0,4,31,5,2,0,28,12,0,0,0,749,0,80,25,0,480,104,11,324,9,23,889,62,105,164,226,257,322,629,0,0,0,0,0,0,0,0,0,0
"419","53033011200",5542,977,3030,1535,720,2125,2697,0,0,0,894,1132,520,85,1026,0,0,56,36,63,108,0,1424,11,110,77,0,4328,448,81,500,40,145,4724,818,634,1247,1504,1180,3476,2066,0,0,0,0,0,0,0,0,0,0
"420","53033011300",2285,334,1508,443,349,522,1414,1,0,0,838,440,157,42,279,0,16,2,3,38,320,0,118,0,13,18,0,1832,127,19,230,14,63,2156,129,195,574,721,461,1722,563,0,0,0,0,0,0,0,0,0,0
"421","53033011401",74,15,45,14,36,28,10,0,0,0,5,0,0,3,0,0,0,10,1,0,13,0,29,11,0,2,0,46,8,1,13,1,5,63,11,11,15,18,15,23,51,0,0,0,0,0,0,0,0,0,0
"422","53033011402",1262,405,640,217,506,496,260,0,0,0,130,22,5,620,8,0,39,11,2,0,84,0,197,3,100,41,0,967,86,11,148,9,41,1155,107,101,260,283,213,558,704,0,0,0,0,0,0,0,0,0,0
"423","53033011500",323,78,180,65,97,101,125,0,0,0,40,4,31,21,19,2,0,3,9,0,24,72,17,0,46,35,0,246,25,8,31,0,13,296,27,31,57,73,84,162,161,0,0,0,0,0,0,0,0,0,0
"424","53033011600",622,116,338,168,157,255,210,0,0,2,33,10,52,0,0,12,16,10,34,0,41,17,264,1,89,41,0,453,70,7,74,4,14,575,47,50,128,159,169,264,358,0,0,0,0,0,0,0,0,0,0
"425","53033011700",1353,181,762,410,210,413,730,1,0,0,164,195,390,18,285,87,0,22,37,8,2,15,101,0,7,21,0,1009,96,20,193,7,28,1228,125,162,348,359,303,981,372,0,0,0,0,0,0,0,0,0,0
"426","53033011800",859,231,452,176,331,346,182,0,0,0,35,0,7,202,0,0,63,17,26,0,6,22,273,11,171,26,0,498,149,5,164,11,32,769,90,98,156,205,169,337,522,0,0,0,0,0,0,0,0,0,0
"427","53033011900",256,51,134,71,98,106,52,0,0,0,44,2,18,4,0,0,0,3,28,0,10,0,118,0,17,12,0,122,53,2,68,4,7,233,23,34,36,61,74,118,138,0,0,0,0,0,0,0,0,0,0
"428","53033012000",71,6,50,15,18,24,29,0,0,0,9,2,2,6,0,12,1,2,14,0,7,2,12,0,0,2,0,59,3,3,6,0,0,67,4,5,15,17,28,35,36,0,0,0,0,0,0,0,0,0,0
"429","53033012100",121,26,60,35,29,42,50,0,0,0,7,0,33,2,0,0,1,0,26,0,5,1,32,0,0,14,0,102,10,1,7,0,1,103,18,11,16,41,27,60,61,0,0,0,0,0,0,0,0,0,0
"430","53033020100",330,56,181,93,87,129,114,0,0,0,44,0,23,0,0,11,1,16,16,0,0,2,170,0,34,13,0,234,48,4,30,0,14,294,36,30,78,80,86,144,186,0,0,0,0,0,0,0,0,0,0
